Prominence Rank,Prominence (m),Height (m),Dominance (%),Peak Name,Country,Location,Google Map Link,Open Street Map Link,Lat/Lon,Map 1:50 000,Map 1:25 000,Grid Ref,Section,Peak Number,Section Order,Family Size,Prominence Group,Height Group,Traditional List,Notes,Wikipedia,"Adapted from 2010 Jim Bloomer, Roddy Urquhart and UK Metric Association"
1295,120,505,0.24,The Roaches,E,Peak District,"https://www.google.com/maps/search/?api=1&query=53.1721663009501,-1.9998849333866948",https://www.openstreetmap.org/search?query=53.1721663009501%2C-1.9998849333866948,"53.1721663009501,-1.9998849333866948",119,24W,SK 00105 63895,36A,324.9640101,253.9640101,,P100,H500,Dewey,,http://en.wikipedia.org/wiki/The_Roaches,
1295,120,506,0.24,Carn a'Chnuic,S,Cairngorms,"https://www.google.com/maps/search/?api=1&query=57.21070705678174,-3.5917989388011593",https://www.openstreetmap.org/search?query=57.21070705678174%2C-3.5917989388011593,"57.21070705678174,-3.5917989388011593",36,"403N,404N",NJ 03950 14450,08B,211.4650101,141.4650101,,P100,H500,unclassified,,NA,
1295,120,518,0.23,Meall na Fhuaidhe,S,Applecross,"https://www.google.com/maps/search/?api=1&query=57.48588481740652,-5.774753816969814",https://www.openstreetmap.org/search?query=57.48588481740652%2C-5.774753816969814,"57.48588481740652,-5.774753816969814",24,428N,NG 73850 50250,13B,141.3020101,174.3020101,,P100,H500,unclassified,,NA,
1295,120,527,0.23,Beinn a'Chaorainn,S,Sunart,"https://www.google.com/maps/search/?api=1&query=56.718368951505134,-5.612397685715747",https://www.openstreetmap.org/search?query=56.718368951505134%2C-5.612397685715747,"56.718368951505134,-5.612397685715747",40,391,NM 79050 64350,18B,189.1020101,209.1020101,,P100,H500,unclassified,,NA,
1295,120,543,0.22,Core Hill,S,Ochil Hills,"https://www.google.com/maps/search/?api=1&query=56.22128297054154,-3.797943221765199",https://www.openstreetmap.org/search?query=56.22128297054154%2C-3.797943221765199,"56.22128297054154,-3.797943221765199",58,366E,NN 88610 04645,26A,290.1030101,230.1030101,,P100,H500,unclassified,,NA,
1295,120,802,0.15,Swirl How,E,Lakes: S Fells,"https://www.google.com/maps/search/?api=1&query=54.395207660206175,-3.1215215910209113",https://www.openstreetmap.org/search?query=54.395207660206175%2C-3.1215215910209113,"54.395207660206175,-3.1215215910209113","89,90",6N,NY 27280 00550,34D,336.2040101,251.2040101,,P100,H750,Hewitt,,http://en.wikipedia.org/wiki/Swirl_How,
1295,120,808,0.15,A'Chaoirnichain,S,East Sutherland,"https://www.google.com/maps/search/?api=1&query=58.21794664075286,-4.426043308252724",https://www.openstreetmap.org/search?query=58.21794664075286%2C-4.426043308252724,"58.21794664075286,-4.426043308252724",16,443,NC 57585 28030,16D,106.1020101,189.1020101,,P100,H750,Corbett Top,,NA,
1302,119,502,0.24,Meall Iain,S,Sunart,"https://www.google.com/maps/search/?api=1&query=56.736346661821536,-5.581407483640652",https://www.openstreetmap.org/search?query=56.736346661821536%2C-5.581407483640652,"56.736346661821536,-5.581407483640652",40,391,NM 81050 66250,18B,189.1030101,209.1030101,,P100,H500,unclassified,,NA,
1302,119,508,0.23,Carn a'Bhiorain,S,Broom Lochs,"https://www.google.com/maps/search/?api=1&query=57.80372309461653,-5.13102064530336",https://www.openstreetmap.org/search?query=57.80372309461653%2C-5.13102064530336,"57.80372309461653,-5.13102064530336",20,436N,NH 14050 83650,14A,124.4020101,175.4020101,,P100,H500,unclassified,,NA,
1302,119,521,0.23,Harter Fell,E,Howgills,"https://www.google.com/maps/search/?api=1&query=54.39695366482737,-2.4304559068649234",https://www.openstreetmap.org/search?query=54.39695366482737%2C-2.4304559068649234,"54.39695366482737,-2.4304559068649234",91,19S,NY 72150 00250,35A,324.2030101,253.2030101,,P100,H500,Dewey,,NA,
1302,119,545,0.22,Green Hill,S,Dumfriesshire,"https://www.google.com/maps/search/?api=1&query=55.24381038627519,-4.004928488531987",https://www.openstreetmap.org/search?query=55.24381038627519%2C-4.004928488531987,"55.24381038627519,-4.004928488531987",77,329,NX 72630 96235,27C,308.4020101,234.4020101,,P100,H500,unclassified,Striding Arch' of sandstone on SW ridge 1km from summit,NA,
1302,119,546,0.22,Cnoc Muigh-bhlaraidh,S,Easter Ross,"https://www.google.com/maps/search/?api=1&query=57.81173716439567,-4.294900432435154",https://www.openstreetmap.org/search?query=57.81173716439567%2C-4.294900432435154,"57.81173716439567,-4.294900432435154",20,438W,NH 63750 82550,15B,121.5020101,182.5020101,,P100,H500,unclassified,,NA,
1302,119,670,0.18,Waun-oer,W,Cadair Idris,"https://www.google.com/maps/search/?api=1&query=52.71704816710073,-3.799362386208547",https://www.openstreetmap.org/search?query=52.71704816710073%2C-3.799362386208547,"52.71704816710073,-3.799362386208547",124,23E,SH 78555 14785,30F,348.7020101,243.7020101,,P100,H500,Hewitt,,NA,
1302,119,674,0.18,Curleywee,S,Galloway Hills,"https://www.google.com/maps/search/?api=1&query=55.06290410538192,-4.421530535107955",https://www.openstreetmap.org/search?query=55.06290410538192%2C-4.421530535107955,"55.06290410538192,-4.421530535107955",77,319,NX 45450 76950,27B,312.4020101,233.4020101,,P100,H500,Graham Top,,NA,
1302,119,883,0.13,Carn Leac,S,Monadh Liath,"https://www.google.com/maps/search/?api=1&query=57.04320384627356,-4.628109063888696",https://www.openstreetmap.org/search?query=57.04320384627356%2C-4.628109063888696,"57.04320384627356,-4.628109063888696",34,401,NN 40650 97750,09B,201.4080101,142.4080101,,P100,H750,Corbett Top,,NA,
1302,119,1064,0.11,Cairn of Claise,S,"Glens Callater, Shee & Ey","https://www.google.com/maps/search/?api=1&query=56.89382610401937,-3.3386144613809003",https://www.openstreetmap.org/search?query=56.89382610401937%2C-3.3386144613809003,"56.89382610401937,-3.3386144613809003",43,"387N,388N",NO 18550 78850,07A,215.0524101,140.0524101,,P100,H1000,Munro,,NA,
1311,118,511,0.23,Nether Oliver Dod,S,Culter Hills,"https://www.google.com/maps/search/?api=1&query=55.52064806784476,-3.429877411823832",https://www.openstreetmap.org/search?query=55.52064806784476%2C-3.429877411823832,"55.52064806784476,-3.429877411823832",72,336,NT 09820 26140,28B,304.3330101,235.3330101,,P100,H500,unclassified,,NA,
1311,118,525,0.22,Carnferg,S,Lower Grampians,"https://www.google.com/maps/search/?api=1&query=57.02877305490093,-2.7882591234524057",https://www.openstreetmap.org/search?query=57.02877305490093%2C-2.7882591234524057,"57.02877305490093,-2.7882591234524057","37,44",395,NO 52250 93350,07B,215.2540101,140.2540101,,P100,H500,unclassified,,NA,
1311,118,527,0.22,Grumack Hill,S,Tomintoul to Banff,"https://www.google.com/maps/search/?api=1&query=57.38144160289416,-2.970453124740074",https://www.openstreetmap.org/search?query=57.38144160289416%2C-2.970453124740074,"57.38144160289416,-2.970453124740074",37,420W,NJ 41750 32750,21A,211.3420101,141.3420101,,P100,H500,unclassified,,NA,
1311,118,557,0.21,Carn nam Feithean,S,Dundonnell Forest,"https://www.google.com/maps/search/?api=1&query=57.75954610097543,-5.1725979593530536",https://www.openstreetmap.org/search?query=57.75954610097543%2C-5.1725979593530536,"57.75954610097543,-5.1725979593530536",19,"435N,435S",NH 11350 78850,14A,124.3020101,175.3020101,,P100,H500,unclassified,,NA,
1311,118,563,0.21,Bryn Du,W,Berwyns,"https://www.google.com/maps/search/?api=1&query=52.914955412635706,-3.272736971877246",https://www.openstreetmap.org/search?query=52.914955412635706%2C-3.272736971877246,"52.914955412635706,-3.272736971877246",125,255,SJ 14515 36040,30E,348.4030101,243.4030101,,P100,H500,Dewey,,NA,
1311,118,588,0.2,Carn Meadhonach,S,Cairngorms,"https://www.google.com/maps/search/?api=1&query=57.23963646487209,-3.4273456967102818",https://www.openstreetmap.org/search?query=57.23963646487209%2C-3.4273456967102818,"57.23963646487209,-3.4273456967102818",36,404N,NJ 13950 17450,08B,211.4680101,141.4680101,,P100,H500,unclassified,,NA,
1311,118,655,0.18,Moel yr Ogof,W,Hebog,"https://www.google.com/maps/search/?api=1&query=53.008444374512706,-4.152879175391424",https://www.openstreetmap.org/search?query=53.008444374512706%2C-4.152879175391424,"53.008444374512706,-4.152879175391424",115,"17W,254",SH 55650 47850,30B,372.1030101,237.1030101,,P100,H500,Hewitt,,NA,
1311,118,726,0.16,Ullscarf,E,Lakes: C Fells,"https://www.google.com/maps/search/?api=1&query=54.49992628722187,-3.09551188003533",https://www.openstreetmap.org/search?query=54.49992628722187%2C-3.09551188003533,"54.49992628722187,-3.09551188003533","89,90",4S,NY 29150 12175,34B,336.1520101,251.1520101,,P100,H500,Hewitt,,http://en.wikipedia.org/wiki/Ullscarf,
1311,118,786,0.15,Carn Chois,S,Loch Tay to Perth,"https://www.google.com/maps/search/?api=1&query=56.42634407696674,-3.9608500848078",https://www.openstreetmap.org/search?query=56.42634407696674%2C-3.9608500848078,"56.42634407696674,-3.9608500848078","51,52","368W,379W",NN 79160 27740,01A,286.1020101,101.1020101,,P100,H750,Corbett Top,,NA,
1311,118,899,0.13,Beinn a'Chait,S,Glen Tromie to Glen Tilt,"https://www.google.com/maps/search/?api=1&query=56.85118233156289,-3.861833263535596",https://www.openstreetmap.org/search?query=56.85118233156289%2C-3.861833263535596,"56.85118233156289,-3.861833263535596",43,394E,NN 86550 74850,06A,211.6220101,141.6220101,,P100,H750,Corbett Top,,NA,
1311,118,953,0.12,Meall Dearg,S,Aonach Eagach,"https://www.google.com/maps/search/?api=1&query=56.68066752291389,-5.003182619060734",https://www.openstreetmap.org/search?query=56.68066752291389%2C-5.003182619060734,"56.68066752291389,-5.003182619060734",41,384,NN 16130 58355,03A,231.1030101,120.1030101,,P100,H750,Munro,,NA,
1311,118,963,0.12,Sgurr nan Fhir Duibhe,S,Beinn Eighe,"https://www.google.com/maps/search/?api=1&query=57.58523078835953,-5.378309926323905",https://www.openstreetmap.org/search?query=57.58523078835953%2C-5.378309926323905,"57.58523078835953,-5.378309926323905",19,433,NG 98150 60050,13A,134.1060101,170.1060101,,P100,H750,MunroTop,,NA,
1311,118,1258,0.09,Sgor an Lochain Uaine,S,Cairngorms,"https://www.google.com/maps/search/?api=1&query=57.058263660730574,-3.7257585132855318",https://www.openstreetmap.org/search?query=57.058263660730574%2C-3.7257585132855318,"57.058263660730574,-3.7257585132855318","36,43",403S,NN 95430 97680,08A,211.5230101,141.5230101,,P100,H1000,Munro,,http://en.wikipedia.org/wiki/Sgor_an_Lochain_Uaine,
1324,117,503,0.23,Wether Hill,S,Ochil Hills,"https://www.google.com/maps/search/?api=1&query=56.23384119453081,-3.7398042299786987",https://www.openstreetmap.org/search?query=56.23384119453081%2C-3.7398042299786987,"56.23384119453081,-3.7398042299786987",58,366E,NN 92250 05950,26A,290.1040101,230.1040101,,P100,H500,unclassified,,NA,
1324,117,553,0.21,Height of Hazely,E,Dales: S Fells,"https://www.google.com/maps/search/?api=1&query=54.26955210179754,-1.9439982673792653",https://www.openstreetmap.org/search?query=54.26955210179754%2C-1.9439982673792653,"54.26955210179754,-1.9439982673792653",98,30S,SE 03745 85990,35B,324.6420101,253.6420101,,P100,H500,Dewey,,NA,
1324,117,582,0.2,Middle Fell,E,Lakes: W Fells,"https://www.google.com/maps/search/?api=1&query=54.45319911622546,-3.311283317932665",https://www.openstreetmap.org/search?query=54.45319911622546%2C-3.311283317932665,"54.45319911622546,-3.311283317932665",89,6N,NY 15080 07215,34B,336.4540101,251.4540101,,P100,H500,Dewey,,http://en.wikipedia.org/wiki/Middle_Fell,
1324,117,589,0.2,Ben Ducteach,S,Loch Lomond to Strathyre,"https://www.google.com/maps/search/?api=1&query=56.302624048262004,-4.670778685036197",https://www.openstreetmap.org/search?query=56.302624048262004%2C-4.670778685036197,"56.302624048262004,-4.670778685036197",56,364N,NN 34850 15450,01C,282.5030101,104.5030101,,P100,H500,unclassified,,NA,
1324,117,594,0.2,Y Ro Wen,W,Moelwyns,"https://www.google.com/maps/search/?api=1&query=53.03136739134252,-3.8715549685801567",https://www.openstreetmap.org/search?query=53.03136739134252%2C-3.8715549685801567,"53.03136739134252,-3.8715549685801567",115,18E,SH 74590 49870,30D,352.2030101,241.2030101,,P100,H500,Dewey,,NA,
1324,117,648,0.18,Carn a'Choire Leith,S,Glen Moriston,"https://www.google.com/maps/search/?api=1&query=57.227972454201264,-4.876212529722957",https://www.openstreetmap.org/search?query=57.227972454201264%2C-4.876212529722957,"57.227972454201264,-4.876212529722957",34,415,NH 26470 18915,11B,156.6020101,162.6020101,,P100,H500,Graham Top,,NA,
1324,117,648,0.18,Fleetwith Pike,E,Lakes: W Fells,"https://www.google.com/maps/search/?api=1&query=54.51653620834494,-3.228192055667856",https://www.openstreetmap.org/search?query=54.51653620834494%2C-3.228192055667856,"54.51653620834494,-3.228192055667856","89,90",4S,NY 20590 14165,34B,336.4020101,251.4020101,,P100,H500,Hewitt,,http://en.wikipedia.org/wiki/Fleetwith_Pike,
1324,117,668,0.18,Gana Hill,S,Lowther Hills,"https://www.google.com/maps/search/?api=1&query=55.29242674120394,-3.6479699661063196",https://www.openstreetmap.org/search?query=55.29242674120394%2C-3.6479699661063196,"55.29242674120394,-3.6479699661063196",78,329,NS 95450 01050,27C,304.6930101,235.6930101,,P100,H500,Graham Top,,NA,
1324,117,686,0.17,Leaba Bhruic,S,Easter Ross,"https://www.google.com/maps/search/?api=1&query=57.81492557282024,-4.641110702657961",https://www.openstreetmap.org/search?query=57.81492557282024%2C-4.641110702657961,"57.81492557282024,-4.641110702657961",20,437N,NH 43200 83655,15B,121.3550101,182.3550101,,P100,H500,Graham Top,,NA,
1324,117,741,0.16,Beinn Uidhe,S,Assynt,"https://www.google.com/maps/search/?api=1&query=58.18161996085934,-4.924308038853745",https://www.openstreetmap.org/search?query=58.18161996085934%2C-4.924308038853745,"58.18161996085934,-4.924308038853745",15,442E,NC 28150 25150,16E,111.1030101,191.1030101,,P100,H500,Graham Top,,NA,
1324,117,839,0.14,Crag Hill,E,Lakes: NW Fells,"https://www.google.com/maps/search/?api=1&query=54.57176376771105,-3.250194309185554",https://www.openstreetmap.org/search?query=54.57176376771105%2C-3.250194309185554,"54.57176376771105,-3.250194309185554","89,90",4S,NY 19275 20335,34B,340.1020101,250.1020101,,P100,H750,Hewitt,,http://en.wikipedia.org/wiki/Crag_Hill,
1324,117,894,0.13,Carn Creagach,S,"Glens Callater, Shee & Ey","https://www.google.com/maps/search/?api=1&query=56.9293582005476,-3.530497730041119",https://www.openstreetmap.org/search?query=56.9293582005476%2C-3.530497730041119,"56.9293582005476,-3.530497730041119",43,387N,NO 06950 83050,06B,215.7070101,140.7070101,,P100,H750,Corbett Top,,NA,
1336,116,504,0.23,Y Domen Fawr,W,Beacons,"https://www.google.com/maps/search/?api=1&query=51.756812264643855,-3.2089742116207067",https://www.openstreetmap.org/search?query=51.756812264643855%2C-3.2089742116207067,"51.756812264643855,-3.2089742116207067",161,"13S,166E",SO 16650 07150,32C,388.1070101,246.1070101,,P100,H500,Dewey,,NA,
1336,116,518,0.22,Gorsedd Bran,W,Hiraethog,"https://www.google.com/maps/search/?api=1&query=53.12496486015871,-3.5418888221652036",https://www.openstreetmap.org/search?query=53.12496486015871%2C-3.5418888221652036,"53.12496486015871,-3.5418888221652036",116,264S,SH 96920 59755,30C,352.4020101,241.4020101,,P100,H500,Dewey,,NA,
1336,116,522,0.22,Dun Mor,S,Loch Tay to Perth,"https://www.google.com/maps/search/?api=1&query=56.46055014116736,-3.7842419132884797",https://www.openstreetmap.org/search?query=56.46055014116736%2C-3.7842419132884797,"56.46055014116736,-3.7842419132884797",52,379W,NN 90150 31250,01A,286.9030101,101.9030101,,P100,H500,unclassified,,NA,
1336,116,533,0.22,Beinn Aird da Loch,S,Assynt,"https://www.google.com/maps/search/?api=1&query=58.23992343989172,-4.929109021875441",https://www.openstreetmap.org/search?query=58.23992343989172%2C-4.929109021875441,"58.23992343989172,-4.929109021875441",15,"442E,445",NC 28150 31650,16E,111.4020101,191.4020101,,P100,H500,unclassified,,NA,
1336,116,581,0.2,Ard Crags,E,Lakes: NW Fells,"https://www.google.com/maps/search/?api=1&query=54.56695724968308,-3.2280836442689185",https://www.openstreetmap.org/search?query=54.56695724968308%2C-3.2280836442689185,"54.56695724968308,-3.2280836442689185",89,4S,NY 20695 19775,34B,340.1030101,250.1030101,,P100,H500,Dewey,,http://en.wikipedia.org/wiki/Ard_Crags#Summit_and_View,
1336,116,583,0.2,Na Cruachan,S,Knoydart,"https://www.google.com/maps/search/?api=1&query=57.10111933343678,-5.682637580416011",https://www.openstreetmap.org/search?query=57.10111933343678%2C-5.682637580416011,"57.10111933343678,-5.682637580416011",33,413S,NG 77050 07150,10B,169.2020101,148.2020101,,P100,H500,unclassified,,NA,
1336,116,612,0.19,Gualann Sheileach,S,Drumochter Hills,"https://www.google.com/maps/search/?api=1&query=56.757388547353074,-4.26288964138653",https://www.openstreetmap.org/search?query=56.757388547353074%2C-4.26288964138653,"56.757388547353074,-4.26288964138653",42,"385E,386W",NN 61750 65150,05A,207.1045101,137.1045101,,P100,H500,Graham Top,,NA,
1336,116,645,0.18,Maol Breac,S,Arrochar Alps,"https://www.google.com/maps/search/?api=1&query=56.303029995541266,-4.814695374729154",https://www.openstreetmap.org/search?query=56.303029995541266%2C-4.814695374729154,"56.303029995541266,-4.814695374729154","50,56",364N,NN 25950 15850,01D,265.2020101,110.2020101,,P100,H500,Graham Top,,NA,
1336,116,693,0.17,Balcnock,S,Luss Hills,"https://www.google.com/maps/search/?api=1&query=56.0856557672462,-4.728076455014345",https://www.openstreetmap.org/search?query=56.0856557672462%2C-4.728076455014345,"56.0856557672462,-4.728076455014345",56,347,NS 30350 91450,01E,280.4020101,114.4020101,,P100,H500,Graham Top,,NA,
1336,116,751,0.15,Diollaid Mhor,S,Moidart,"https://www.google.com/maps/search/?api=1&query=56.85455508453884,-5.597630596803256",https://www.openstreetmap.org/search?query=56.85455508453884%2C-5.597630596803256,"56.85455508453884,-5.597630596803256",40,"391,398E",NM 80750 79450,18A,181.1050101,208.1050101,,P100,H750,Graham Top,,NA,
1336,116,784,0.15,Creag nan Leachda,S,Braemar & District,"https://www.google.com/maps/search/?api=1&query=56.98187047388965,-3.351316847554014",https://www.openstreetmap.org/search?query=56.98187047388965%2C-3.351316847554014,"56.98187047388965,-3.351316847554014",43,"387N,388N,404S",NO 17970 88665,07A,215.0515101,140.0515101,,P100,H750,Corbett Top,,NA,
1336,116,849,0.14,Meall an t-Slugain,S,Braemar & District,"https://www.google.com/maps/search/?api=1&query=56.96094398189481,-3.3423363149131826",https://www.openstreetmap.org/search?query=56.96094398189481%2C-3.3423363149131826,"56.96094398189481,-3.3423363149131826",43,"387N,388N",NO 18470 86325,07A,215.0509101,140.0509101,,P100,H750,Corbett Top,,NA,
1336,116,980,0.12,Sail Mhor,S,Beinn Eighe,"https://www.google.com/maps/search/?api=1&query=57.587982334182065,-5.451042172039854",https://www.openstreetmap.org/search?query=57.587982334182065%2C-5.451042172039854,"57.587982334182065,-5.451042172039854",19,433,NG 93820 60575,13A,134.1040101,170.1040101,,P100,H750,MunroTop,,NA,
1336,116,1115,0.1,Stob Coire nan Lochan,S,Glencoe - South Side,"https://www.google.com/maps/search/?api=1&query=56.648718260195345,-5.021525547673173",https://www.openstreetmap.org/search?query=56.648718260195345%2C-5.021525547673173,"56.648718260195345,-5.021525547673173",41,384,NN 14850 54850,03B,232.1030101,122.1030101,,P100,H1000,MunroTop,,NA,
1351,115,503,0.23,Cocker Hill,S,Cumnock to Crawfordjohn,"https://www.google.com/maps/search/?api=1&query=55.416634939515795,-3.9638288169129146",https://www.openstreetmap.org/search?query=55.416634939515795%2C-3.9638288169129146,"55.416634939515795,-3.9638288169129146","71,78",328N,NS 75785 15390,27C,304.8140101,235.8140101,,P100,H500,unclassified,,NA,
1351,115,514,0.22,Glendhu Hill,E,Kielder,"https://www.google.com/maps/search/?api=1&query=55.16974459019364,-2.679096166952269",https://www.openstreetmap.org/search?query=55.16974459019364%2C-2.679096166952269,"55.16974459019364,-2.679096166952269",80,"42W,324",NY 56840 86370,33A,320.4020101,248.4020101,,P100,H500,Dewey,,NA,
1351,115,523,0.22,Hill of Clais na Earb,S,Tomintoul to Banff,"https://www.google.com/maps/search/?api=1&query=57.382010079570605,-3.1185012922411017",https://www.openstreetmap.org/search?query=57.382010079570605%2C-3.1185012922411017,"57.382010079570605,-3.1185012922411017",28,420W,NJ 32850 32950,21A,211.4230101,141.4230101,,P100,H500,unclassified,,NA,
1351,115,620,0.19,Dungeon Hill,S,Galloway Hills,"https://www.google.com/maps/search/?api=1&query=55.1358124916875,-4.41653082355507",https://www.openstreetmap.org/search?query=55.1358124916875%2C-4.41653082355507,"55.1358124916875,-4.41653082355507",77,318,NX 46050 85050,27B,312.1020101,233.1020101,,P100,H500,Graham Top,,NA,
1351,115,621,0.19,Meall Leacachain,S,Inverlael,"https://www.google.com/maps/search/?api=1&query=57.74864173194786,-4.950840931177636",https://www.openstreetmap.org/search?query=57.74864173194786%2C-4.950840931177636,"57.74864173194786,-4.950840931177636",20,"436N,436S",NH 24485 77040,15A,116.1030101,181.1030101,,P100,H500,Graham Top,,NA,
1351,115,624,0.18,Beinn Bhreac,S,Torridon,"https://www.google.com/maps/search/?api=1&query=57.614583440987694,-5.621416339188143",https://www.openstreetmap.org/search?query=57.614583440987694%2C-5.621416339188143,"57.614583440987694,-5.621416339188143","19,24",433,NG 83800 64065,13A,137.2020101,168.2020101,,P100,H500,Graham Top,Twin (or Triple) summits at NG8448 6381 & NG 8440 6381,NA,
1351,115,682,0.17,Ruadh Mheall,S,Loch Tay to Perth,"https://www.google.com/maps/search/?api=1&query=56.45656298099793,-4.149206589082092",https://www.openstreetmap.org/search?query=56.45656298099793%2C-4.149206589082092,"56.45656298099793,-4.149206589082092",51,378E,NN 67650 31450,01A,286.3030101,101.3030101,,P100,H500,Graham Top,,NA,
1351,115,764,0.15,Beinn na Caillich,S,Mamores,"https://www.google.com/maps/search/?api=1&query=56.71959433863828,-5.039962788566043",https://www.openstreetmap.org/search?query=56.71959433863828%2C-5.039962788566043,"56.71959433863828,-5.039962788566043",41,"384,392",NN 14070 62785,04A,225.8020101,131.8020101,,P100,H750,Corbett Top,,NA,
1351,115,852,0.13,Creag nan Eun,S,Loch Tay to Perth,"https://www.google.com/maps/search/?api=1&query=56.461414894072156,-4.067267797620154",https://www.openstreetmap.org/search?query=56.461414894072156%2C-4.067267797620154,"56.461414894072156,-4.067267797620154","51,52",378E,NN 72715 31835,01A,286.3020101,101.3020101,,P100,H750,Corbett Top,,NA,
1351,115,870,0.13,Beinn Odhar Mhor,S,Moidart,"https://www.google.com/maps/search/?api=1&query=56.853425830217425,-5.525403032389197",https://www.openstreetmap.org/search?query=56.853425830217425%2C-5.525403032389197,"56.853425830217425,-5.525403032389197",40,"391,398E",NM 85145 79095,18A,180.1020101,207.1020101,,P100,H750,Corbett Top,,NA,
1351,115,934,0.12,Meall a'Chrasgaidh,S,The Fannaichs,"https://www.google.com/maps/search/?api=1&query=57.712795201473796,-5.048847533274914",https://www.openstreetmap.org/search?query=57.712795201473796%2C-5.048847533274914,"57.712795201473796,-5.048847533274914",20,436S,NH 18475 73310,14B,122.1060101,180.1060101,,P100,H750,Munro,,http://en.wikipedia.org/wiki/Meall_a%27_Chrasgaidh,
1351,115,975,0.12,A'Mharconaich,S,Drumochter Hills,"https://www.google.com/maps/search/?api=1&query=56.856638380903675,-4.290205246598363",https://www.openstreetmap.org/search?query=56.856638380903675%2C-4.290205246598363,"56.856638380903675,-4.290205246598363",42,393,NN 60450 76250,05A,207.1010101,137.1010101,,P100,H750,Munro,,NA,
1363,114,500,0.23,Meall an Ceirileach,S,Reay Forest,"https://www.google.com/maps/search/?api=1&query=58.41016632283466,-4.706940505067172",https://www.openstreetmap.org/search?query=58.41016632283466%2C-4.706940505067172,"58.41016632283466,-4.706940505067172",9,447S,NC 41950 50050,16B,102.5020101,184.5020101,,P100,H500,unclassified,,NA,
1363,114,523,0.22,Crag Fell,E,Lakes: W Fells,"https://www.google.com/maps/search/?api=1&query=54.516646870383084,-3.3960423124221446",https://www.openstreetmap.org/search?query=54.516646870383084%2C-3.3960423124221446,"54.516646870383084,-3.3960423124221446",89,"4S,303",NY 09725 14380,34B,336.4550101,251.4550101,,P100,H500,Dewey,,http://en.wikipedia.org/wiki/Crag_Fell,
1363,114,527,0.22,Lammer Law,S,Lammermuirs,"https://www.google.com/maps/search/?api=1&query=55.847086216540745,-2.7625712560236666",https://www.openstreetmap.org/search?query=55.847086216540745%2C-2.7625712560236666,"55.847086216540745,-2.7625712560236666",66,345E,NT 52350 61805,28A,304.6120101,235.6120101,,P100,H500,unclassified,,NA,
1363,114,584,0.2,Meall na Lice,S,Corrour,"https://www.google.com/maps/search/?api=1&query=56.764114158730564,-4.651113083926691",https://www.openstreetmap.org/search?query=56.764114158730564%2C-4.651113083926691,"56.764114158730564,-4.651113083926691",41,385W,NN 38050 66750,04B,205.3020101,135.3020101,,P100,H500,unclassified,,NA,
1363,114,600,0.19,Creag a'Lain,S,Skye - Trotternish,"https://www.google.com/maps/search/?api=1&query=57.546588484627875,-6.240951029059983",https://www.openstreetmap.org/search?query=57.546588484627875%2C-6.240951029059983,"57.546588484627875,-6.240951029059983",23,408,NG 46350 58650,17A,525.1040101,197.1040101,,P100,H500,SubGrahamTop,,NA,
1363,114,610,0.19,Bloodybush Edge,E,Cheviots,"https://www.google.com/maps/search/?api=1&query=55.42286761813976,-2.155985512441148",https://www.openstreetmap.org/search?query=55.42286761813976%2C-2.155985512441148,"55.42286761813976,-2.155985512441148",80,16E,NT 90225 14340,33A,320.1030101,248.1030101,,P100,H500,Hewitt,,NA,
1363,114,619,0.18,Clach-mheall Dubh,S,Loch Ericht,"https://www.google.com/maps/search/?api=1&query=56.987325010519655,-4.096507171243348",https://www.openstreetmap.org/search?query=56.987325010519655%2C-4.096507171243348,"56.987325010519655,-4.096507171243348",35,402,NN 72705 90415,05B,211.7620101,141.7620101,,P100,H500,Graham Top,,NA,
1363,114,619,0.18,The Scurran,S,Loch Tay to Perth,"https://www.google.com/maps/search/?api=1&query=56.453888666488574,-3.809893044954329",https://www.openstreetmap.org/search?query=56.453888666488574%2C-3.809893044954329,"56.453888666488574,-3.809893044954329",52,"368E,379W",NN 88550 30550,01A,286.2020101,101.2020101,,P100,H500,Graham Top,,NA,
1363,114,649,0.18,Beinn nan Caorach,S,Coigach,"https://www.google.com/maps/search/?api=1&query=57.99578798523773,-5.249344717162711",https://www.openstreetmap.org/search?query=57.99578798523773%2C-5.249344717162711,"57.99578798523773,-5.249344717162711",15,438S,NC 08050 05350,16F,119.1030101,196.1030101,,P100,H500,Graham Top,,NA,
1363,114,899,0.13,Am Bathaich,S,Loch Quoich,"https://www.google.com/maps/search/?api=1&query=57.11475452384049,-5.323757014913523",https://www.openstreetmap.org/search?query=57.11475452384049%2C-5.323757014913523,"57.11475452384049,-5.323757014913523",33,414S,NG 98850 07550,10A,162.1030101,145.1030101,,P100,H750,Corbett Top,,NA,
1363,114,965,0.12,Sgurr na Banachdich,S,The Cuillin,"https://www.google.com/maps/search/?api=1&query=57.22088556455874,-6.241576375280568",https://www.openstreetmap.org/search?query=57.22088556455874%2C-6.241576375280568,"57.22088556455874,-6.241576375280568",32,411,NG 44050 22435,17B,530.1050101,198.1050101,,P100,H750,Munro,Scrambling skills required,http://en.wikipedia.org/wiki/Sgurr_na_Banachdich,
1374,113,503,0.22,Cam Rakes,E,Dales: S Fells,"https://www.google.com/maps/search/?api=1&query=54.22396788144754,-2.2482818344154945",https://www.openstreetmap.org/search?query=54.22396788144754%2C-2.2482818344154945,"54.22396788144754,-2.2482818344154945",98,2W,SD 83910 80945,35B,324.7230101,253.7230101,,P100,H500,Dewey,,NA,
